Table name,State,District,Area Name,Last residence,"Last residence
Total/Rural/Urban/Country","Place of enumeration
Total/Rural/Urban",Total migrants-Persons,Total migrants-Males,Total migrants-Females,Duration (<1 year)-Persons,Duration (<1 year)-Males,Duration (<1 year)-Females,Duration (1-4 years)-Persons,Duration (1-4 years)-Males,Duration (1-4 years)-Females,Duration (5-9 years)-Persons,Duration (5-9 years)-Males,Duration (5-9 years)-Females,Duration (10-19 years)-Persons,Duration (10-19 years)-Males,Duration (10-19 years)-Females,Duration (20+ years)-Persons,Duration (20+ years)-Males,Duration (20+ years)-Females,Duration (not stated)-Persons,Duration (not stated)-Males,Duration (not stated)-Females
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Total,Total,Total,2809629.0,832333.0,1977296.0,141401.0,64404.0,76997.0,352840.0,102823.0,250017.0,334868.0,75873.0,258995.0,543015.0,115079.0,427936.0,861339.0,166057.0,695282.0,576166.0,308097.0,268069.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Total,Total,Rural,1827590.0,409781.0,1417809.0,98517.0,41835.0,56682.0,217757.0,44083.0,173674.0,222483.0,33419.0,189064.0,364639.0,50032.0,314607.0,608804.0,77608.0,531196.0,315390.0,162804.0,152586.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Total,Total,Urban,982039.0,422552.0,559487.0,42884.0,22569.0,20315.0,135083.0,58740.0,76343.0,112385.0,42454.0,69931.0,178376.0,65047.0,113329.0,252535.0,88449.0,164086.0,260776.0,145293.0,115483.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Total,Total,2773654.0,816573.0,1957081.0,140218.0,63792.0,76426.0,349305.0,101416.0,247889.0,332247.0,75080.0,257167.0,539261.0,113982.0,425279.0,842866.0,157728.0,685138.0,569757.0,304575.0,265182.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Total,Rural,1807250.0,401651.0,1405599.0,97796.0,41471.0,56325.0,215993.0,43542.0,172451.0,221004.0,33104.0,187900.0,362659.0,49678.0,312981.0,597741.0,72928.0,524813.0,312057.0,160928.0,151129.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Total,Urban,966404.0,414922.0,551482.0,42422.0,22321.0,20101.0,133312.0,57874.0,75438.0,111243.0,41976.0,69267.0,176602.0,64304.0,112298.0,245125.0,84800.0,160325.0,257700.0,143647.0,114053.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Rural,Total,1840320.0,398677.0,1441643.0,107596.0,47989.0,59607.0,254590.0,64682.0,189908.0,252602.0,48992.0,203610.0,419884.0,76258.0,343626.0,670332.0,104263.0,566069.0,135316.0,56493.0,78823.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Rural,Rural,1411095.0,233698.0,1177397.0,82671.0,34635.0,48036.0,180330.0,32060.0,148270.0,190261.0,25470.0,164791.0,319888.0,40422.0,279466.0,537154.0,61574.0,475580.0,100791.0,39537.0,61254.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Rural,Urban,429225.0,164979.0,264246.0,24925.0,13354.0,11571.0,74260.0,32622.0,41638.0,62341.0,23522.0,38819.0,99996.0,35836.0,64160.0,133178.0,42689.0,90489.0,34525.0,16956.0,17569.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Urban,Total,549384.0,218222.0,331162.0,27360.0,13540.0,13820.0,80253.0,32042.0,48211.0,66527.0,22562.0,43965.0,99098.0,32252.0,66846.0,139691.0,43912.0,95779.0,136455.0,73914.0,62541.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Urban,Rural,165128.0,52594.0,112534.0,11699.0,5542.0,6157.0,27437.0,9590.0,17847.0,22775.0,6158.0,16617.0,30251.0,6778.0,23473.0,38863.0,6578.0,32285.0,34103.0,17948.0,16155.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Last residence within India,Urban,Urban,384256.0,165628.0,218628.0,15661.0,7998.0,7663.0,52816.0,22452.0,30364.0,43752.0,16404.0,27348.0,68847.0,25474.0,43373.0,100828.0,37334.0,63494.0,102352.0,55966.0,46386.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Total,Total,2618467.0,749064.0,1869403.0,121550.0,53735.0,67815.0,311590.0,83963.0,227627.0,315721.0,69217.0,246504.0,517502.0,107136.0,410366.0,812734.0,149694.0,663040.0,539370.0,285319.0,254051.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Total,Rural,1758086.0,385985.0,1372101.0,90896.0,37816.0,53080.0,204652.0,38653.0,165999.0,215431.0,31858.0,183573.0,355112.0,48475.0,306637.0,585429.0,71223.0,514206.0,306566.0,157960.0,148606.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Total,Urban,860381.0,363079.0,497302.0,30654.0,15919.0,14735.0,106938.0,45310.0,61628.0,100290.0,37359.0,62931.0,162390.0,58661.0,103729.0,227305.0,78471.0,148834.0,232804.0,127359.0,105445.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Rural,Total,1764529.0,368307.0,1396222.0,96177.0,41851.0,54326.0,235332.0,55969.0,179363.0,243249.0,45434.0,197815.0,407758.0,72251.0,335507.0,653806.0,100181.0,553625.0,128207.0,52621.0,75586.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Rural,Rural,1380414.0,224983.0,1155431.0,77541.0,31835.0,45706.0,173598.0,29378.0,144220.0,186727.0,24702.0,162025.0,315092.0,39750.0,275342.0,528435.0,60570.0,467865.0,99021.0,38748.0,60273.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Rural,Urban,384115.0,143324.0,240791.0,18636.0,10016.0,8620.0,61734.0,26591.0,35143.0,56522.0,20732.0,35790.0,92666.0,32501.0,60165.0,125371.0,39611.0,85760.0,29186.0,13873.0,15313.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Urban,Total,488656.0,193237.0,295419.0,20708.0,9916.0,10792.0,62952.0,23811.0,39141.0,59882.0,20447.0,39435.0,90145.0,29642.0,60503.0,127025.0,40302.0,86723.0,127944.0,69119.0,58825.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Urban,Rural,150289.0,47556.0,102733.0,10134.0,4770.0,5364.0,23152.0,7500.0,15652.0,20904.0,5719.0,15185.0,27698.0,6281.0,21417.0,35614.0,5936.0,29678.0,32787.0,17350.0,15437.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Within the state of enumeration but outside the place of enumeration,Urban,Urban,338367.0,145681.0,192686.0,10574.0,5146.0,5428.0,39800.0,16311.0,23489.0,38978.0,14728.0,24250.0,62447.0,23361.0,39086.0,91411.0,34366.0,57045.0,95157.0,51769.0,43388.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Total,Total,2028506.0,562340.0,1466166.0,76367.0,31350.0,45017.0,226405.0,55147.0,171258.0,237161.0,47598.0,189563.0,392402.0,73809.0,318593.0,617157.0,96892.0,520265.0,479014.0,257544.0,221470.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Total,Rural,1440283.0,313891.0,1126392.0,59448.0,22714.0,36734.0,160076.0,28189.0,131887.0,172074.0,23942.0,148132.0,287952.0,37323.0,250629.0,482773.0,55594.0,427179.0,277960.0,146129.0,131831.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Total,Urban,588223.0,248449.0,339774.0,16919.0,8636.0,8283.0,66329.0,26958.0,39371.0,65087.0,23656.0,41431.0,104450.0,36486.0,67964.0,134384.0,41298.0,93086.0,201054.0,111415.0,89639.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Rural,Total,1366588.0,252898.0,1113690.0,61439.0,24632.0,36807.0,176289.0,36956.0,139333.0,187894.0,31258.0,156636.0,318848.0,50135.0,268713.0,518139.0,67457.0,450682.0,103979.0,42460.0,61519.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Rural,Rural,1131512.0,173866.0,957646.0,51822.0,19577.0,32245.0,139484.0,22178.0,117306.0,152552.0,19232.0,133320.0,260262.0,31259.0,229003.0,442008.0,47622.0,394386.0,85384.0,33998.0,51386.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Rural,Urban,235076.0,79032.0,156044.0,9617.0,5055.0,4562.0,36805.0,14778.0,22027.0,35342.0,12026.0,23316.0,58586.0,18876.0,39710.0,76131.0,19835.0,56296.0,18595.0,8462.0,10133.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Urban,Total,333633.0,137807.0,195826.0,11474.0,5314.0,6160.0,39797.0,15083.0,24714.0,39283.0,13808.0,25475.0,57815.0,19550.0,38265.0,73201.0,22035.0,51166.0,112063.0,62017.0,50046.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Urban,Rural,98634.0,32946.0,65688.0,5183.0,2253.0,2930.0,13940.0,4511.0,9429.0,12883.0,3499.0,9384.0,17101.0,3942.0,13159.0,22151.0,3687.0,18464.0,27376.0,15054.0,12322.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Elsewhere in the district of enumeration,Urban,Urban,234999.0,104861.0,130138.0,6291.0,3061.0,3230.0,25857.0,10572.0,15285.0,26400.0,10309.0,16091.0,40714.0,15608.0,25106.0,51050.0,18348.0,32702.0,84687.0,46963.0,37724.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Total,Total,589961.0,186724.0,403237.0,45183.0,22385.0,22798.0,85185.0,28816.0,56369.0,78560.0,21619.0,56941.0,125100.0,33327.0,91773.0,195577.0,52802.0,142775.0,60356.0,27775.0,32581.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Total,Rural,317803.0,72094.0,245709.0,31448.0,15102.0,16346.0,44576.0,10464.0,34112.0,43357.0,7916.0,35441.0,67160.0,11152.0,56008.0,102656.0,15629.0,87027.0,28606.0,11831.0,16775.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Total,Urban,272158.0,114630.0,157528.0,13735.0,7283.0,6452.0,40609.0,18352.0,22257.0,35203.0,13703.0,21500.0,57940.0,22175.0,35765.0,92921.0,37173.0,55748.0,31750.0,15944.0,15806.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Rural,Total,397941.0,115409.0,282532.0,34738.0,17219.0,17519.0,59043.0,19013.0,40030.0,55355.0,14176.0,41179.0,88910.0,22116.0,66794.0,135667.0,32724.0,102943.0,24228.0,10161.0,14067.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Rural,Rural,248902.0,51117.0,197785.0,25719.0,12258.0,13461.0,34114.0,7200.0,26914.0,34175.0,5470.0,28705.0,54830.0,8491.0,46339.0,86427.0,12948.0,73479.0,13637.0,4750.0,8887.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Rural,Urban,149039.0,64292.0,84747.0,9019.0,4961.0,4058.0,24929.0,11813.0,13116.0,21180.0,8706.0,12474.0,34080.0,13625.0,20455.0,49240.0,19776.0,29464.0,10591.0,5411.0,5180.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Urban,Total,155023.0,55430.0,99593.0,9234.0,4602.0,4632.0,23155.0,8728.0,14427.0,20599.0,6639.0,13960.0,32330.0,10092.0,22238.0,53824.0,18267.0,35557.0,15881.0,7102.0,8779.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Urban,Rural,51655.0,14610.0,37045.0,4951.0,2517.0,2434.0,9212.0,2989.0,6223.0,8021.0,2220.0,5801.0,10597.0,2339.0,8258.0,13463.0,2249.0,11214.0,5411.0,2296.0,3115.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),In other districts of the state of enumeration,Urban,Urban,103368.0,40820.0,62548.0,4283.0,2085.0,2198.0,13943.0,5739.0,8204.0,12578.0,4419.0,8159.0,21733.0,7753.0,13980.0,40361.0,16018.0,24343.0,10470.0,4806.0,5664.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Total,Total,155187.0,67509.0,87678.0,18668.0,10057.0,8611.0,37715.0,17453.0,20262.0,16526.0,5863.0,10663.0,21759.0,6846.0,14913.0,30132.0,8034.0,22098.0,30387.0,19256.0,11131.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Total,Rural,49164.0,15666.0,33498.0,6900.0,3655.0,3245.0,11341.0,4889.0,6452.0,5573.0,1246.0,4327.0,7547.0,1203.0,6344.0,12312.0,1705.0,10607.0,5491.0,2968.0,2523.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Total,Urban,106023.0,51843.0,54180.0,11768.0,6402.0,5366.0,26374.0,12564.0,13810.0,10953.0,4617.0,6336.0,14212.0,5643.0,8569.0,17820.0,6329.0,11491.0,24896.0,16288.0,8608.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Rural,Total,75791.0,30370.0,45421.0,11419.0,6138.0,5281.0,19258.0,8713.0,10545.0,9353.0,3558.0,5795.0,12126.0,4007.0,8119.0,16526.0,4082.0,12444.0,7109.0,3872.0,3237.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Rural,Rural,30681.0,8715.0,21966.0,5130.0,2800.0,2330.0,6732.0,2682.0,4050.0,3534.0,768.0,2766.0,4796.0,672.0,4124.0,8719.0,1004.0,7715.0,1770.0,789.0,981.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Rural,Urban,45110.0,21655.0,23455.0,6289.0,3338.0,2951.0,12526.0,6031.0,6495.0,5819.0,2790.0,3029.0,7330.0,3335.0,3995.0,7807.0,3078.0,4729.0,5339.0,3083.0,2256.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Urban,Total,60728.0,24985.0,35743.0,6652.0,3624.0,3028.0,17301.0,8231.0,9070.0,6645.0,2115.0,4530.0,8953.0,2610.0,6343.0,12666.0,3610.0,9056.0,8511.0,4795.0,3716.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Urban,Rural,14839.0,5038.0,9801.0,1565.0,772.0,793.0,4285.0,2090.0,2195.0,1871.0,439.0,1432.0,2553.0,497.0,2056.0,3249.0,642.0,2607.0,1316.0,598.0,718.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),States in India beyond the state of enumeration,Urban,Urban,45889.0,19947.0,25942.0,5087.0,2852.0,2235.0,13016.0,6141.0,6875.0,4774.0,1676.0,3098.0,6400.0,2113.0,4287.0,9417.0,2968.0,6449.0,7195.0,4197.0,2998.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Total,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Total,Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Total,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Rural,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Rural,Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Rural,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Urban,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Urban,Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Jammu & Kashmir,Urban,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Total,Total,8609.0,2688.0,5921.0,401.0,177.0,224.0,1391.0,505.0,886.0,815.0,213.0,602.0,1195.0,245.0,950.0,3340.0,666.0,2674.0,1467.0,882.0,585.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Total,Rural,3858.0,813.0,3045.0,157.0,64.0,93.0,544.0,157.0,387.0,341.0,56.0,285.0,565.0,70.0,495.0,1797.0,232.0,1565.0,454.0,234.0,220.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Total,Urban,4751.0,1875.0,2876.0,244.0,113.0,131.0,847.0,348.0,499.0,474.0,157.0,317.0,630.0,175.0,455.0,1543.0,434.0,1109.0,1013.0,648.0,365.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Rural,Total,5248.0,1277.0,3971.0,247.0,107.0,140.0,888.0,290.0,598.0,517.0,133.0,384.0,803.0,154.0,649.0,2388.0,413.0,1975.0,405.0,180.0,225.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Rural,Rural,2877.0,435.0,2442.0,107.0,42.0,65.0,398.0,91.0,307.0,264.0,39.0,225.0,450.0,47.0,403.0,1487.0,157.0,1330.0,171.0,59.0,112.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Rural,Urban,2371.0,842.0,1529.0,140.0,65.0,75.0,490.0,199.0,291.0,253.0,94.0,159.0,353.0,107.0,246.0,901.0,256.0,645.0,234.0,121.0,113.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Urban,Total,2295.0,754.0,1541.0,141.0,63.0,78.0,444.0,195.0,249.0,268.0,71.0,197.0,351.0,83.0,268.0,846.0,229.0,617.0,245.0,113.0,132.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Urban,Rural,660.0,221.0,439.0,47.0,21.0,26.0,126.0,62.0,64.0,65.0,13.0,52.0,101.0,19.0,82.0,255.0,68.0,187.0,66.0,38.0,28.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Himachal Pradesh,Urban,Urban,1635.0,533.0,1102.0,94.0,42.0,52.0,318.0,133.0,185.0,203.0,58.0,145.0,250.0,64.0,186.0,591.0,161.0,430.0,179.0,75.0,104.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Total,Total,43938.0,12318.0,31620.0,2489.0,1352.0,1137.0,6535.0,2163.0,4372.0,4848.0,1136.0,3712.0,8011.0,1821.0,6190.0,17112.0,3392.0,13720.0,4943.0,2454.0,2489.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Total,Rural,17899.0,3260.0,14639.0,1083.0,512.0,571.0,2571.0,637.0,1934.0,2169.0,395.0,1774.0,3178.0,427.0,2751.0,7691.0,827.0,6864.0,1207.0,462.0,745.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Total,Urban,26039.0,9058.0,16981.0,1406.0,840.0,566.0,3964.0,1526.0,2438.0,2679.0,741.0,1938.0,4833.0,1394.0,3439.0,9421.0,2565.0,6856.0,3736.0,1992.0,1744.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Rural,Total,22265.0,5175.0,17090.0,1444.0,809.0,635.0,3162.0,890.0,2272.0,2502.0,541.0,1961.0,4190.0,807.0,3383.0,9613.0,1584.0,8029.0,1354.0,544.0,810.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Rural,Rural,12471.0,1836.0,10635.0,767.0,347.0,420.0,1733.0,378.0,1355.0,1487.0,235.0,1252.0,2257.0,231.0,2026.0,5741.0,535.0,5206.0,486.0,110.0,376.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Rural,Urban,9794.0,3339.0,6455.0,677.0,462.0,215.0,1429.0,512.0,917.0,1015.0,306.0,709.0,1933.0,576.0,1357.0,3872.0,1049.0,2823.0,868.0,434.0,434.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Urban,Total,19056.0,5932.0,13124.0,980.0,520.0,460.0,3173.0,1218.0,1955.0,2215.0,559.0,1656.0,3628.0,957.0,2671.0,7060.0,1683.0,5377.0,2000.0,995.0,1005.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Urban,Rural,4667.0,1154.0,3513.0,284.0,155.0,129.0,775.0,248.0,527.0,632.0,149.0,483.0,855.0,184.0,671.0,1760.0,260.0,1500.0,361.0,158.0,203.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Punjab,Urban,Urban,14389.0,4778.0,9611.0,696.0,365.0,331.0,2398.0,970.0,1428.0,1583.0,410.0,1173.0,2773.0,773.0,2000.0,5300.0,1423.0,3877.0,1639.0,837.0,802.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Total,Total,611.0,249.0,362.0,61.0,29.0,32.0,196.0,82.0,114.0,90.0,35.0,55.0,81.0,23.0,58.0,95.0,39.0,56.0,88.0,41.0,47.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Total,Rural,144.0,56.0,88.0,32.0,15.0,17.0,35.0,16.0,19.0,19.0,9.0,10.0,21.0,4.0,17.0,24.0,7.0,17.0,13.0,5.0,8.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Total,Urban,467.0,193.0,274.0,29.0,14.0,15.0,161.0,66.0,95.0,71.0,26.0,45.0,60.0,19.0,41.0,71.0,32.0,39.0,75.0,36.0,39.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Rural,Total,59.0,24.0,35.0,8.0,2.0,6.0,9.0,7.0,2.0,11.0,3.0,8.0,10.0,5.0,5.0,15.0,6.0,9.0,6.0,1.0,5.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Rural,Rural,30.0,9.0,21.0,7.0,2.0,5.0,5.0,4.0,1.0,6.0,2.0,4.0,3.0,0.0,3.0,7.0,1.0,6.0,2.0,0.0,2.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Rural,Urban,29.0,15.0,14.0,1.0,0.0,1.0,4.0,3.0,1.0,5.0,1.0,4.0,7.0,5.0,2.0,8.0,5.0,3.0,4.0,1.0,3.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Urban,Total,516.0,203.0,313.0,53.0,27.0,26.0,186.0,74.0,112.0,79.0,32.0,47.0,70.0,17.0,53.0,77.0,31.0,46.0,51.0,22.0,29.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Urban,Rural,111.0,46.0,65.0,25.0,13.0,12.0,30.0,12.0,18.0,13.0,7.0,6.0,18.0,4.0,14.0,17.0,6.0,11.0,8.0,4.0,4.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Chandigarh,Urban,Urban,405.0,157.0,248.0,28.0,14.0,14.0,156.0,62.0,94.0,66.0,25.0,41.0,52.0,13.0,39.0,60.0,25.0,35.0,43.0,18.0,25.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Total,Total,3180.0,1633.0,1547.0,428.0,189.0,239.0,1139.0,519.0,620.0,220.0,87.0,133.0,222.0,85.0,137.0,291.0,128.0,163.0,880.0,625.0,255.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Total,Rural,717.0,324.0,393.0,211.0,81.0,130.0,232.0,107.0,125.0,47.0,19.0,28.0,48.0,15.0,33.0,62.0,27.0,35.0,117.0,75.0,42.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Total,Urban,2463.0,1309.0,1154.0,217.0,108.0,109.0,907.0,412.0,495.0,173.0,68.0,105.0,174.0,70.0,104.0,229.0,101.0,128.0,763.0,550.0,213.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Rural,Total,1344.0,621.0,723.0,219.0,100.0,119.0,624.0,272.0,352.0,132.0,52.0,80.0,93.0,33.0,60.0,105.0,51.0,54.0,171.0,113.0,58.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Rural,Rural,321.0,138.0,183.0,104.0,42.0,62.0,117.0,54.0,63.0,30.0,10.0,20.0,21.0,8.0,13.0,29.0,15.0,14.0,20.0,9.0,11.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Rural,Urban,1023.0,483.0,540.0,115.0,58.0,57.0,507.0,218.0,289.0,102.0,42.0,60.0,72.0,25.0,47.0,76.0,36.0,40.0,151.0,104.0,47.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Urban,Total,1222.0,577.0,645.0,196.0,85.0,111.0,479.0,230.0,249.0,81.0,35.0,46.0,118.0,48.0,70.0,179.0,73.0,106.0,169.0,106.0,63.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Urban,Rural,312.0,133.0,179.0,101.0,39.0,62.0,103.0,47.0,56.0,16.0,9.0,7.0,24.0,6.0,18.0,33.0,12.0,21.0,35.0,20.0,15.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Uttarakhand,Urban,Urban,910.0,444.0,466.0,95.0,46.0,49.0,376.0,183.0,193.0,65.0,26.0,39.0,94.0,42.0,52.0,146.0,61.0,85.0,134.0,86.0,48.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Haryana,Total,Total,5987.0,2744.0,3243.0,791.0,318.0,473.0,1717.0,783.0,934.0,448.0,153.0,295.0,553.0,175.0,378.0,914.0,325.0,589.0,1564.0,990.0,574.0
D0302,1.0,0.0,State - JAMMU & KASHMIR (01),Haryana,Total,Rural,1758.0,698.0,1060.0,239.0,91.0,148.0,535.0,233.0,302.0,122.0,31.0,91.0,172.0,40.0,132.0,392.0,107.0,285.0,298.0,196.0,102.0
