Table name,State,District,Area Name,Last residence,"Last residence
Total/Rural/Urban/Country","Place of enumeration
Total/Rural/Urban",Total migrants-Persons,Total migrants-Males,Total migrants-Females,Duration (<1 year)-Persons,Duration (<1 year)-Males,Duration (<1 year)-Females,Duration (1-4 years)-Persons,Duration (1-4 years)-Males,Duration (1-4 years)-Females,Duration (5-9 years)-Persons,Duration (5-9 years)-Males,Duration (5-9 years)-Females,Duration (10-19 years)-Persons,Duration (10-19 years)-Males,Duration (10-19 years)-Females,Duration (20+ years)-Persons,Duration (20+ years)-Males,Duration (20+ years)-Females,Duration (not stated)-Persons,Duration (not stated)-Males,Duration (not stated)-Females
D0302,18.0,0.0,State - ASSAM (18),In other districts of the state of enumeration,Rural,Urban,395324.0,178961.0,216363.0,14242.0,6862.0,7380.0,61563.0,26011.0,35552.0,60374.0,26311.0,34063.0,102085.0,45940.0,56145.0,135714.0,64830.0,70884.0,21346.0,9007.0,12339.0
D0302,18.0,0.0,State - ASSAM (18),In other districts of the state of enumeration,Urban,Total,372691.0,134589.0,238102.0,15307.0,6507.0,8800.0,62433.0,21547.0,40886.0,55562.0,18689.0,36873.0,84285.0,28609.0,55676.0,120441.0,44827.0,75614.0,34663.0,14410.0,20253.0
D0302,18.0,0.0,State - ASSAM (18),In other districts of the state of enumeration,Urban,Rural,105620.0,30370.0,75250.0,5411.0,2105.0,3306.0,19220.0,5086.0,14134.0,16169.0,4050.0,12119.0,23126.0,5849.0,17277.0,32510.0,9411.0,23099.0,9184.0,3869.0,5315.0
D0302,18.0,0.0,State - ASSAM (18),In other districts of the state of enumeration,Urban,Urban,267071.0,104219.0,162852.0,9896.0,4402.0,5494.0,43213.0,16461.0,26752.0,39393.0,14639.0,24754.0,61159.0,22760.0,38399.0,87931.0,35416.0,52515.0,25479.0,10541.0,14938.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Total,Total,495699.0,238339.0,257360.0,19982.0,10532.0,9450.0,67957.0,29274.0,38683.0,60953.0,25729.0,35224.0,102698.0,45747.0,56951.0,200768.0,103776.0,96992.0,43341.0,23281.0,20060.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Total,Rural,218611.0,92605.0,126006.0,10672.0,5651.0,5021.0,29084.0,10364.0,18720.0,25650.0,8388.0,17262.0,41585.0,14610.0,26975.0,90937.0,41950.0,48987.0,20683.0,11642.0,9041.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Total,Urban,277088.0,145734.0,131354.0,9310.0,4881.0,4429.0,38873.0,18910.0,19963.0,35303.0,17341.0,17962.0,61113.0,31137.0,29976.0,109831.0,61826.0,48005.0,22658.0,11639.0,11019.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Rural,Total,303709.0,148624.0,155085.0,11972.0,6498.0,5474.0,38188.0,16024.0,22164.0,37518.0,15816.0,21702.0,67024.0,30614.0,36410.0,133774.0,71806.0,61968.0,15233.0,7866.0,7367.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Rural,Rural,163609.0,67924.0,95685.0,7675.0,4048.0,3627.0,20528.0,6942.0,13586.0,19090.0,5968.0,13122.0,32908.0,11481.0,21427.0,75374.0,35471.0,39903.0,8034.0,4014.0,4020.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Rural,Urban,140100.0,80700.0,59400.0,4297.0,2450.0,1847.0,17660.0,9082.0,8578.0,18428.0,9848.0,8580.0,34116.0,19133.0,14983.0,58400.0,36335.0,22065.0,7199.0,3852.0,3347.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Urban,Total,157937.0,72478.0,85459.0,7133.0,3565.0,3568.0,26743.0,12056.0,14687.0,20719.0,8840.0,11879.0,31608.0,13503.0,18105.0,58941.0,28249.0,30692.0,12793.0,6265.0,6528.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Urban,Rural,35234.0,14912.0,20322.0,2494.0,1336.0,1158.0,7009.0,2965.0,4044.0,5187.0,1959.0,3228.0,6703.0,2509.0,4194.0,11024.0,4594.0,6430.0,2817.0,1549.0,1268.0
D0302,18.0,0.0,State - ASSAM (18),States in India beyond the state of enumeration,Urban,Urban,122703.0,57566.0,65137.0,4639.0,2229.0,2410.0,19734.0,9091.0,10643.0,15532.0,6881.0,8651.0,24905.0,10994.0,13911.0,47917.0,23655.0,24262.0,9976.0,4716.0,5260.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Total,Total,3831.0,2235.0,1596.0,171.0,97.0,74.0,260.0,125.0,135.0,126.0,65.0,61.0,187.0,89.0,98.0,190.0,88.0,102.0,2897.0,1771.0,1126.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Total,Rural,3218.0,1899.0,1319.0,123.0,73.0,50.0,139.0,70.0,69.0,73.0,42.0,31.0,121.0,47.0,74.0,130.0,57.0,73.0,2632.0,1610.0,1022.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Total,Urban,613.0,336.0,277.0,48.0,24.0,24.0,121.0,55.0,66.0,53.0,23.0,30.0,66.0,42.0,24.0,60.0,31.0,29.0,265.0,161.0,104.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Rural,Total,1089.0,605.0,484.0,99.0,61.0,38.0,103.0,53.0,50.0,68.0,36.0,32.0,111.0,47.0,64.0,110.0,47.0,63.0,598.0,361.0,237.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Rural,Rural,976.0,532.0,444.0,93.0,57.0,36.0,75.0,36.0,39.0,51.0,27.0,24.0,91.0,31.0,60.0,93.0,35.0,58.0,573.0,346.0,227.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Rural,Urban,113.0,73.0,40.0,6.0,4.0,2.0,28.0,17.0,11.0,17.0,9.0,8.0,20.0,16.0,4.0,17.0,12.0,5.0,25.0,15.0,10.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Urban,Total,503.0,265.0,238.0,63.0,30.0,33.0,142.0,67.0,75.0,48.0,23.0,25.0,59.0,35.0,24.0,50.0,27.0,23.0,141.0,83.0,58.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Urban,Rural,170.0,102.0,68.0,22.0,11.0,11.0,55.0,31.0,24.0,13.0,9.0,4.0,16.0,11.0,5.0,12.0,9.0,3.0,52.0,31.0,21.0
D0302,18.0,0.0,State - ASSAM (18),Jammu & Kashmir,Urban,Urban,333.0,163.0,170.0,41.0,19.0,22.0,87.0,36.0,51.0,35.0,14.0,21.0,43.0,24.0,19.0,38.0,18.0,20.0,89.0,52.0,37.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Total,Total,1827.0,1101.0,726.0,67.0,40.0,27.0,174.0,91.0,83.0,80.0,35.0,45.0,83.0,37.0,46.0,111.0,57.0,54.0,1312.0,841.0,471.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Total,Rural,1448.0,883.0,565.0,37.0,23.0,14.0,110.0,53.0,57.0,44.0,18.0,26.0,42.0,14.0,28.0,70.0,33.0,37.0,1145.0,742.0,403.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Total,Urban,379.0,218.0,161.0,30.0,17.0,13.0,64.0,38.0,26.0,36.0,17.0,19.0,41.0,23.0,18.0,41.0,24.0,17.0,167.0,99.0,68.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Rural,Total,636.0,357.0,279.0,45.0,28.0,17.0,128.0,68.0,60.0,48.0,21.0,27.0,50.0,23.0,27.0,63.0,31.0,32.0,302.0,186.0,116.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Rural,Rural,472.0,261.0,211.0,26.0,17.0,9.0,94.0,47.0,47.0,31.0,14.0,17.0,31.0,11.0,20.0,44.0,18.0,26.0,246.0,154.0,92.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Rural,Urban,164.0,96.0,68.0,19.0,11.0,8.0,34.0,21.0,13.0,17.0,7.0,10.0,19.0,12.0,7.0,19.0,13.0,6.0,56.0,32.0,24.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Urban,Total,145.0,72.0,73.0,15.0,7.0,8.0,36.0,18.0,18.0,23.0,10.0,13.0,21.0,10.0,11.0,35.0,21.0,14.0,15.0,6.0,9.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Urban,Rural,46.0,23.0,23.0,5.0,2.0,3.0,8.0,3.0,5.0,7.0,2.0,5.0,3.0,1.0,2.0,16.0,11.0,5.0,7.0,4.0,3.0
D0302,18.0,0.0,State - ASSAM (18),Himachal Pradesh,Urban,Urban,99.0,49.0,50.0,10.0,5.0,5.0,28.0,15.0,13.0,16.0,8.0,8.0,18.0,9.0,9.0,19.0,10.0,9.0,8.0,2.0,6.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Total,Total,3617.0,1814.0,1803.0,163.0,73.0,90.0,540.0,243.0,297.0,372.0,176.0,196.0,562.0,242.0,320.0,1561.0,823.0,738.0,419.0,257.0,162.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Total,Rural,856.0,467.0,389.0,61.0,35.0,26.0,179.0,81.0,98.0,116.0,51.0,65.0,117.0,54.0,63.0,244.0,140.0,104.0,139.0,106.0,33.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Total,Urban,2761.0,1347.0,1414.0,102.0,38.0,64.0,361.0,162.0,199.0,256.0,125.0,131.0,445.0,188.0,257.0,1317.0,683.0,634.0,280.0,151.0,129.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Rural,Total,1346.0,713.0,633.0,49.0,26.0,23.0,164.0,77.0,87.0,132.0,69.0,63.0,228.0,110.0,118.0,683.0,379.0,304.0,90.0,52.0,38.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Rural,Rural,323.0,175.0,148.0,21.0,12.0,9.0,67.0,31.0,36.0,40.0,21.0,19.0,44.0,22.0,22.0,131.0,76.0,55.0,20.0,13.0,7.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Rural,Urban,1023.0,538.0,485.0,28.0,14.0,14.0,97.0,46.0,51.0,92.0,48.0,44.0,184.0,88.0,96.0,552.0,303.0,249.0,70.0,39.0,31.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Urban,Total,2067.0,973.0,1094.0,110.0,45.0,65.0,367.0,162.0,205.0,230.0,104.0,126.0,318.0,126.0,192.0,831.0,421.0,410.0,211.0,115.0,96.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Urban,Rural,452.0,229.0,223.0,39.0,22.0,17.0,111.0,49.0,62.0,74.0,30.0,44.0,64.0,29.0,35.0,107.0,60.0,47.0,57.0,39.0,18.0
D0302,18.0,0.0,State - ASSAM (18),Punjab,Urban,Urban,1615.0,744.0,871.0,71.0,23.0,48.0,256.0,113.0,143.0,156.0,74.0,82.0,254.0,97.0,157.0,724.0,361.0,363.0,154.0,76.0,78.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Total,Total,258.0,115.0,143.0,21.0,9.0,12.0,98.0,36.0,62.0,33.0,15.0,18.0,37.0,20.0,17.0,45.0,23.0,22.0,24.0,12.0,12.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Total,Rural,65.0,34.0,31.0,7.0,5.0,2.0,9.0,5.0,4.0,4.0,1.0,3.0,11.0,5.0,6.0,24.0,13.0,11.0,10.0,5.0,5.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Total,Urban,193.0,81.0,112.0,14.0,4.0,10.0,89.0,31.0,58.0,29.0,14.0,15.0,26.0,15.0,11.0,21.0,10.0,11.0,14.0,7.0,7.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Rural,Total,57.0,34.0,23.0,3.0,2.0,1.0,6.0,4.0,2.0,12.0,6.0,6.0,9.0,8.0,1.0,22.0,10.0,12.0,5.0,4.0,1.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Rural,Rural,27.0,15.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,0.0,17.0,8.0,9.0,2.0,2.0,0.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Rural,Urban,30.0,19.0,11.0,3.0,2.0,1.0,4.0,2.0,2.0,8.0,5.0,3.0,7.0,6.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Urban,Total,190.0,76.0,114.0,18.0,7.0,11.0,92.0,32.0,60.0,21.0,9.0,12.0,28.0,12.0,16.0,19.0,10.0,9.0,12.0,6.0,6.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Urban,Rural,30.0,14.0,16.0,7.0,5.0,2.0,7.0,3.0,4.0,0.0,0.0,0.0,9.0,3.0,6.0,4.0,2.0,2.0,3.0,1.0,2.0
D0302,18.0,0.0,State - ASSAM (18),Chandigarh,Urban,Urban,160.0,62.0,98.0,11.0,2.0,9.0,85.0,29.0,56.0,21.0,9.0,12.0,19.0,9.0,10.0,15.0,8.0,7.0,9.0,5.0,4.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Total,Total,1194.0,732.0,462.0,137.0,72.0,65.0,385.0,205.0,180.0,100.0,52.0,48.0,100.0,61.0,39.0,153.0,88.0,65.0,319.0,254.0,65.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Total,Rural,528.0,344.0,184.0,43.0,16.0,27.0,121.0,58.0,63.0,46.0,19.0,27.0,37.0,23.0,14.0,56.0,31.0,25.0,225.0,197.0,28.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Total,Urban,666.0,388.0,278.0,94.0,56.0,38.0,264.0,147.0,117.0,54.0,33.0,21.0,63.0,38.0,25.0,97.0,57.0,40.0,94.0,57.0,37.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Rural,Total,380.0,202.0,178.0,55.0,27.0,28.0,140.0,64.0,76.0,50.0,27.0,23.0,34.0,18.0,16.0,75.0,49.0,26.0,26.0,17.0,9.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Rural,Rural,212.0,109.0,103.0,32.0,14.0,18.0,76.0,33.0,43.0,27.0,14.0,13.0,22.0,12.0,10.0,36.0,22.0,14.0,19.0,14.0,5.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Rural,Urban,168.0,93.0,75.0,23.0,13.0,10.0,64.0,31.0,33.0,23.0,13.0,10.0,12.0,6.0,6.0,39.0,27.0,12.0,7.0,3.0,4.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Urban,Total,540.0,308.0,232.0,82.0,45.0,37.0,236.0,136.0,100.0,42.0,22.0,20.0,62.0,40.0,22.0,75.0,37.0,38.0,43.0,28.0,15.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Urban,Rural,106.0,52.0,54.0,11.0,2.0,9.0,40.0,22.0,18.0,12.0,3.0,9.0,14.0,10.0,4.0,19.0,8.0,11.0,10.0,7.0,3.0
D0302,18.0,0.0,State - ASSAM (18),Uttarakhand,Urban,Urban,434.0,256.0,178.0,71.0,43.0,28.0,196.0,114.0,82.0,30.0,19.0,11.0,48.0,30.0,18.0,56.0,29.0,27.0,33.0,21.0,12.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Total,Total,3225.0,1717.0,1508.0,167.0,90.0,77.0,640.0,307.0,333.0,297.0,134.0,163.0,510.0,237.0,273.0,1221.0,708.0,513.0,390.0,241.0,149.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Total,Rural,743.0,410.0,333.0,89.0,53.0,36.0,206.0,95.0,111.0,44.0,23.0,21.0,84.0,36.0,48.0,186.0,97.0,89.0,134.0,106.0,28.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Total,Urban,2482.0,1307.0,1175.0,78.0,37.0,41.0,434.0,212.0,222.0,253.0,111.0,142.0,426.0,201.0,225.0,1035.0,611.0,424.0,256.0,135.0,121.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Rural,Total,1542.0,844.0,698.0,78.0,41.0,37.0,347.0,176.0,171.0,143.0,69.0,74.0,253.0,127.0,126.0,620.0,380.0,240.0,101.0,51.0,50.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Rural,Rural,429.0,219.0,210.0,45.0,28.0,17.0,146.0,66.0,80.0,22.0,13.0,9.0,56.0,23.0,33.0,138.0,77.0,61.0,22.0,12.0,10.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Rural,Urban,1113.0,625.0,488.0,33.0,13.0,20.0,201.0,110.0,91.0,121.0,56.0,65.0,197.0,104.0,93.0,482.0,303.0,179.0,79.0,39.0,40.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Urban,Total,1450.0,717.0,733.0,85.0,46.0,39.0,275.0,125.0,150.0,141.0,60.0,81.0,240.0,104.0,136.0,566.0,311.0,255.0,143.0,71.0,72.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Urban,Rural,188.0,95.0,93.0,41.0,23.0,18.0,54.0,26.0,28.0,18.0,8.0,10.0,24.0,11.0,13.0,39.0,18.0,21.0,12.0,9.0,3.0
D0302,18.0,0.0,State - ASSAM (18),Haryana,Urban,Urban,1262.0,622.0,640.0,44.0,23.0,21.0,221.0,99.0,122.0,123.0,52.0,71.0,216.0,93.0,123.0,527.0,293.0,234.0,131.0,62.0,69.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Total,Total,3040.0,1421.0,1619.0,314.0,157.0,157.0,937.0,420.0,517.0,481.0,234.0,247.0,483.0,208.0,275.0,441.0,207.0,234.0,384.0,195.0,189.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Total,Rural,805.0,373.0,432.0,134.0,73.0,61.0,262.0,115.0,147.0,129.0,51.0,78.0,89.0,29.0,60.0,68.0,35.0,33.0,123.0,70.0,53.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Total,Urban,2235.0,1048.0,1187.0,180.0,84.0,96.0,675.0,305.0,370.0,352.0,183.0,169.0,394.0,179.0,215.0,373.0,172.0,201.0,261.0,125.0,136.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Rural,Total,323.0,155.0,168.0,32.0,17.0,15.0,90.0,39.0,51.0,64.0,31.0,33.0,47.0,19.0,28.0,48.0,24.0,24.0,42.0,25.0,17.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Rural,Rural,181.0,72.0,109.0,27.0,12.0,15.0,56.0,23.0,33.0,34.0,9.0,25.0,22.0,7.0,15.0,17.0,7.0,10.0,25.0,14.0,11.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Rural,Urban,142.0,83.0,59.0,5.0,5.0,0.0,34.0,16.0,18.0,30.0,22.0,8.0,25.0,12.0,13.0,31.0,17.0,14.0,17.0,11.0,6.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Urban,Total,2617.0,1216.0,1401.0,276.0,137.0,139.0,841.0,380.0,461.0,408.0,200.0,208.0,432.0,187.0,245.0,387.0,181.0,206.0,273.0,131.0,142.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Urban,Rural,580.0,275.0,305.0,105.0,59.0,46.0,204.0,91.0,113.0,92.0,42.0,50.0,66.0,21.0,45.0,50.0,28.0,22.0,63.0,34.0,29.0
D0302,18.0,0.0,State - ASSAM (18),NCT of Delhi,Urban,Urban,2037.0,941.0,1096.0,171.0,78.0,93.0,637.0,289.0,348.0,316.0,158.0,158.0,366.0,166.0,200.0,337.0,153.0,184.0,210.0,97.0,113.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Total,Total,27778.0,15279.0,12499.0,805.0,423.0,382.0,3262.0,1559.0,1703.0,3375.0,1717.0,1658.0,5446.0,2769.0,2677.0,12594.0,7547.0,5047.0,2296.0,1264.0,1032.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Total,Rural,3650.0,2151.0,1499.0,253.0,159.0,94.0,649.0,323.0,326.0,365.0,214.0,151.0,622.0,348.0,274.0,1423.0,867.0,556.0,338.0,240.0,98.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Total,Urban,24128.0,13128.0,11000.0,552.0,264.0,288.0,2613.0,1236.0,1377.0,3010.0,1503.0,1507.0,4824.0,2421.0,2403.0,11171.0,6680.0,4491.0,1958.0,1024.0,934.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Rural,Total,13284.0,7662.0,5622.0,413.0,242.0,171.0,1592.0,809.0,783.0,1622.0,890.0,732.0,2719.0,1438.0,1281.0,6229.0,3893.0,2336.0,709.0,390.0,319.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Rural,Rural,2392.0,1436.0,956.0,160.0,106.0,54.0,419.0,210.0,209.0,228.0,149.0,79.0,440.0,257.0,183.0,1041.0,656.0,385.0,104.0,58.0,46.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Rural,Urban,10892.0,6226.0,4666.0,253.0,136.0,117.0,1173.0,599.0,574.0,1394.0,741.0,653.0,2279.0,1181.0,1098.0,5188.0,3237.0,1951.0,605.0,332.0,273.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Urban,Total,12962.0,6759.0,6203.0,340.0,150.0,190.0,1531.0,687.0,844.0,1603.0,756.0,847.0,2522.0,1217.0,1305.0,5966.0,3429.0,2537.0,1000.0,520.0,480.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Urban,Rural,891.0,475.0,416.0,76.0,39.0,37.0,175.0,93.0,82.0,116.0,52.0,64.0,145.0,72.0,73.0,322.0,178.0,144.0,57.0,41.0,16.0
D0302,18.0,0.0,State - ASSAM (18),Rajasthan,Urban,Urban,12071.0,6284.0,5787.0,264.0,111.0,153.0,1356.0,594.0,762.0,1487.0,704.0,783.0,2377.0,1145.0,1232.0,5644.0,3251.0,2393.0,943.0,479.0,464.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Total,Total,35441.0,18488.0,16953.0,1199.0,639.0,560.0,3924.0,1792.0,2132.0,3247.0,1452.0,1795.0,5945.0,2652.0,3293.0,18321.0,10320.0,8001.0,2805.0,1633.0,1172.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Total,Rural,15094.0,7821.0,7273.0,505.0,277.0,228.0,1306.0,575.0,731.0,1091.0,438.0,653.0,2064.0,806.0,1258.0,8915.0,4920.0,3995.0,1213.0,805.0,408.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Total,Urban,20347.0,10667.0,9680.0,694.0,362.0,332.0,2618.0,1217.0,1401.0,2156.0,1014.0,1142.0,3881.0,1846.0,2035.0,9406.0,5400.0,4006.0,1592.0,828.0,764.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Rural,Total,24248.0,12970.0,11278.0,686.0,391.0,295.0,2153.0,1007.0,1146.0,2070.0,935.0,1135.0,4178.0,1905.0,2273.0,14082.0,8124.0,5958.0,1079.0,608.0,471.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Rural,Rural,12114.0,6264.0,5850.0,349.0,202.0,147.0,906.0,397.0,509.0,826.0,325.0,501.0,1696.0,654.0,1042.0,7849.0,4397.0,3452.0,488.0,289.0,199.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Rural,Urban,12134.0,6706.0,5428.0,337.0,189.0,148.0,1247.0,610.0,637.0,1244.0,610.0,634.0,2482.0,1251.0,1231.0,6233.0,3727.0,2506.0,591.0,319.0,272.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Urban,Total,8770.0,4230.0,4540.0,464.0,222.0,242.0,1600.0,712.0,888.0,1035.0,466.0,569.0,1516.0,650.0,866.0,3479.0,1832.0,1647.0,676.0,348.0,328.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Urban,Rural,1715.0,847.0,868.0,144.0,68.0,76.0,314.0,142.0,172.0,207.0,92.0,115.0,264.0,117.0,147.0,652.0,334.0,318.0,134.0,94.0,40.0
D0302,18.0,0.0,State - ASSAM (18),Uttar Pradesh,Urban,Urban,7055.0,3383.0,3672.0,320.0,154.0,166.0,1286.0,570.0,716.0,828.0,374.0,454.0,1252.0,533.0,719.0,2827.0,1498.0,1329.0,542.0,254.0,288.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Total,Total,147742.0,89301.0,58441.0,5001.0,3299.0,1702.0,16499.0,8795.0,7704.0,18327.0,10141.0,8186.0,35417.0,20561.0,14856.0,61350.0,39733.0,21617.0,11148.0,6772.0,4376.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Total,Rural,46686.0,26267.0,20419.0,2191.0,1627.0,564.0,4370.0,2148.0,2222.0,4543.0,2184.0,2359.0,9162.0,4520.0,4642.0,22661.0,13334.0,9327.0,3759.0,2454.0,1305.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Total,Urban,101056.0,63034.0,38022.0,2810.0,1672.0,1138.0,12129.0,6647.0,5482.0,13784.0,7957.0,5827.0,26255.0,16041.0,10214.0,38689.0,26399.0,12290.0,7389.0,4318.0,3071.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Rural,Total,113796.0,69755.0,44041.0,3993.0,2694.0,1299.0,12363.0,6636.0,5727.0,14089.0,7891.0,6198.0,28118.0,16596.0,11522.0,49722.0,32691.0,17031.0,5511.0,3247.0,2264.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Rural,Rural,39124.0,22012.0,17112.0,1936.0,1445.0,491.0,3603.0,1789.0,1814.0,3798.0,1807.0,1991.0,7927.0,3962.0,3965.0,20051.0,11903.0,8148.0,1809.0,1106.0,703.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Rural,Urban,74672.0,47743.0,26929.0,2057.0,1249.0,808.0,8760.0,4847.0,3913.0,10291.0,6084.0,4207.0,20191.0,12634.0,7557.0,29671.0,20788.0,8883.0,3702.0,2141.0,1561.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Urban,Total,23823.0,13581.0,10242.0,727.0,414.0,313.0,3228.0,1713.0,1515.0,3243.0,1734.0,1509.0,5703.0,3133.0,2570.0,8899.0,5450.0,3449.0,2023.0,1137.0,886.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Urban,Rural,3521.0,1889.0,1632.0,139.0,97.0,42.0,472.0,233.0,239.0,427.0,214.0,213.0,751.0,351.0,400.0,1435.0,801.0,634.0,297.0,193.0,104.0
D0302,18.0,0.0,State - ASSAM (18),Bihar,Urban,Urban,20302.0,11692.0,8610.0,588.0,317.0,271.0,2756.0,1480.0,1276.0,2816.0,1520.0,1296.0,4952.0,2782.0,2170.0,7464.0,4649.0,2815.0,1726.0,944.0,782.0
D0302,18.0,0.0,State - ASSAM (18),Sikkim,Total,Total,1077.0,514.0,563.0,39.0,10.0,29.0,139.0,51.0,88.0,74.0,25.0,49.0,121.0,51.0,70.0,620.0,337.0,283.0,84.0,40.0,44.0
D0302,18.0,0.0,State - ASSAM (18),Sikkim,Total,Rural,886.0,433.0,453.0,20.0,4.0,16.0,99.0,38.0,61.0,45.0,14.0,31.0,92.0,40.0,52.0,572.0,311.0,261.0,58.0,26.0,32.0
D0302,18.0,0.0,State - ASSAM (18),Sikkim,Total,Urban,191.0,81.0,110.0,19.0,6.0,13.0,40.0,13.0,27.0,29.0,11.0,18.0,29.0,11.0,18.0,48.0,26.0,22.0,26.0,14.0,12.0
